Kode,Nama,Kota
12.11.15,SITINJO,KAB. DAIRI
12.12.01,BALIGE,KAB. TOBA
12.12.02,LAGUBOTI,KAB. TOBA
12.12.03,SILAEN,KAB. TOBA
12.12.04,HABINSARAN,KAB. TOBA
12.12.05,PINTU POHAN MERANTI,KAB. TOBA
12.12.06,BORBOR,KAB. TOBA
12.12.07,PORSEA,KAB. TOBA
12.12.08,AJIBATA,KAB. TOBA
12.12.09,LUMBAN JULU,KAB. TOBA
12.12.10,ULUAN,KAB. TOBA
12.12.19,SIGUMPAR,KAB. TOBA
12.12.20,SIANTAR NARUMONDA,KAB. TOBA
12.12.21,NASSAU,KAB. TOBA
12.12.22,TAMPAHAN,KAB. TOBA
12.12.23,BONATUA LUNASI,KAB. TOBA
12.12.24,PARMAKSIAN,KAB. TOBA
12.13.01,PANYABUNGAN,KAB. MANDAILING NATAL
12.13.02,PANYABUNGAN UTARA,KAB. MANDAILING NATAL
12.13.03,PANYABUNGAN TIMUR,KAB. MANDAILING NATAL
12.13.04,PANYABUNGAN SELATAN,KAB. MANDAILING NATAL
12.13.05,PANYABUNGAN BARAT,KAB. MANDAILING NATAL
12.13.06,SIABU,KAB. MANDAILING NATAL
12.13.07,BUKIT MALINTANG,KAB. MANDAILING NATAL
12.13.08,KOTANOPAN,KAB. MANDAILING NATAL
12.13.09,LEMBAH SORIK MARAPI,KAB. MANDAILING NATAL
12.13.10,TAMBANGAN,KAB. MANDAILING NATAL
12.13.11,ULU PUNGKUT,KAB. MANDAILING NATAL
12.13.12,MUARA SIPONGI,KAB. MANDAILING NATAL
12.13.13,BATANG NATAL,KAB. MANDAILING NATAL
12.13.14,LINGGA BAYU,KAB. MANDAILING NATAL
12.13.15,BATAHAN,KAB. MANDAILING NATAL
12.13.16,NATAL,KAB. MANDAILING NATAL
12.13.17,MUARA BATANG GADIS,KAB. MANDAILING NATAL
12.13.18,RANTO BAEK,KAB. MANDAILING NATAL
12.13.19,HUTA BARGOT,KAB. MANDAILING NATAL
12.13.20,PUNCAK SORIK MARAPI,KAB. MANDAILING NATAL
12.13.21,PAKANTAN,KAB. MANDAILING NATAL
12.13.22,SINUNUKAN,KAB. MANDAILING NATAL
12.13.23,NAGA JUANG,KAB. MANDAILING NATAL
12.14.01,LOLOMATUA,KAB. NIAS SELATAN
12.14.02,GOMO,KAB. NIAS SELATAN
12.14.03,LAHUSA,KAB. NIAS SELATAN
12.14.04,HIBALA,KAB. NIAS SELATAN
12.14.05,PULAU-PULAU BATU,KAB. NIAS SELATAN
12.14.06,TELUK DALAM,KAB. NIAS SELATAN
12.14.07,AMANDRAYA,KAB. NIAS SELATAN
12.14.08,LOLOWAU,KAB. NIAS SELATAN
12.14.09,SUSUA,KAB. NIAS SELATAN
12.14.10,MANIAMOLO,KAB. NIAS SELATAN
12.14.11,HILIMEGAI,KAB. NIAS SELATAN
12.14.12,TOMA,KAB. NIAS SELATAN
12.14.13,MAZINO,KAB. NIAS SELATAN
12.14.14,UMBUNASI,KAB. NIAS SELATAN
12.14.15,ARAMO,KAB. NIAS SELATAN
12.14.16,PULAU-PULAU BATU TIMUR,KAB. NIAS SELATAN
12.14.17,MAZO,KAB. NIAS SELATAN
12.14.18,FANAYAMA,KAB. NIAS SELATAN
12.14.19,ULUNOYO,KAB. NIAS SELATAN
12.14.20,HURUNA,KAB. NIAS SELATAN
12.14.21,OOU,KAB. NIAS SELATAN
12.14.22,ONOHAZUMBA,KAB. NIAS SELATAN
12.14.23,HILISALAWAAHE,KAB. NIAS SELATAN
12.14.24,ULUSUSUA,KAB. NIAS SELATAN
12.14.25,SIDUAORI,KAB. NIAS SELATAN
12.14.26,SOMAMBAWA,KAB. NIAS SELATAN
12.14.27,BORONADU,KAB. NIAS SELATAN
12.14.28,SIMUK,KAB. NIAS SELATAN
12.14.29,PULAU-PULAU BATU BARAT,KAB. NIAS SELATAN
12.14.30,PULAU-PULAU BATU UTARA,KAB. NIAS SELATAN
12.14.31,TANAH MASA,KAB. NIAS SELATAN
12.14.32,LUAHAGUNDRE MANIAMOLO,KAB. NIAS SELATAN
12.14.33,ONOLALU,KAB. NIAS SELATAN
12.14.34,ULU IDANOTAE,KAB. NIAS SELATAN
12.14.35,IDANOTAE,KAB. NIAS SELATAN
12.15.01,SITELU TALI URANG JEHE,KAB. PAKPAK BHARAT
12.15.02,KERAJAAN,KAB. PAKPAK BHARAT
12.15.03,SALAK,KAB. PAKPAK BHARAT
12.15.04,SITELU TALI URANG JULU,KAB. PAKPAK BHARAT
12.15.05,PERGETTENG GETTENG SENGKUT,KAB. PAKPAK BHARAT
12.15.06,PAGINDAR,KAB. PAKPAK BHARAT
12.15.07,TINADA,KAB. PAKPAK BHARAT
12.15.08,SIEMPAT RUBE,KAB. PAKPAK BHARAT
12.16.01,PARLILITAN,KAB. HUMBANG HASUNDUTAN
12.16.02,POLLUNG,KAB. HUMBANG HASUNDUTAN
12.16.03,BAKTIRAJA,KAB. HUMBANG HASUNDUTAN
12.16.04,PARANGINAN,KAB. HUMBANG HASUNDUTAN
12.16.05,LINTONG NIHUTA,KAB. HUMBANG HASUNDUTAN
12.16.06,DOLOK SANGGUL,KAB. HUMBANG HASUNDUTAN
12.16.07,SIJAMAPOLANG,KAB. HUMBANG HASUNDUTAN
12.16.08,ONAN GANJANG,KAB. HUMBANG HASUNDUTAN
12.16.09,PAKKAT,KAB. HUMBANG HASUNDUTAN
12.16.10,TARABINTANG,KAB. HUMBANG HASUNDUTAN
12.17.01,SIMANINDO,KAB. SAMOSIR
12.17.02,ONAN RUNGGU,KAB. SAMOSIR
12.17.03,NAINGGOLAN,KAB. SAMOSIR
12.17.04,PALIPI,KAB. SAMOSIR
12.17.05,HARIAN,KAB. SAMOSIR
12.17.06,SIANJAR MULA MULA,KAB. SAMOSIR
12.17.07,RONGGUR NIHUTA,KAB. SAMOSIR
12.17.08,PANGURURAN,KAB. SAMOSIR
12.17.09,SITIO-TIO,KAB. SAMOSIR
12.18.01,PANTAI CERMIN,KAB. SERDANG BEDAGAI
12.18.02,PERBAUNGAN,KAB. SERDANG BEDAGAI
12.18.03,TELUK MENGKUDU,KAB. SERDANG BEDAGAI
12.18.04,SEI RAMPAH,KAB. SERDANG BEDAGAI
12.18.05,TANJUNG BERINGIN,KAB. SERDANG BEDAGAI
12.18.06,BANDAR KHALIPAH,KAB. SERDANG BEDAGAI
12.18.07,DOLOK MERAWAN,KAB. SERDANG BEDAGAI
12.18.08,SIPISPIS,KAB. SERDANG BEDAGAI
12.18.09,DOLOK MASIHUL,KAB. SERDANG BEDAGAI
12.18.10,KOTARIH,KAB. SERDANG BEDAGAI
12.18.11,SILINDA,KAB. SERDANG BEDAGAI
12.18.12,SERBA JADI,KAB. SERDANG BEDAGAI
12.18.13,TEBING TINGGI,KAB. SERDANG BEDAGAI
12.18.14,PEGAJAHAN,KAB. SERDANG BEDAGAI
12.18.15,SEI BAMBAN,KAB. SERDANG BEDAGAI
12.18.16,TEBING SYAHBANDAR,KAB. SERDANG BEDAGAI
12.18.17,BINTANG BAYU,KAB. SERDANG BEDAGAI
12.19.01,MEDANG DERAS,KAB. BATU BARA
12.19.02,SEI SUKA,KAB. BATU BARA
12.19.03,AIR PUTIH,KAB. BATU BARA
12.19.04,LIMA PULUH,KAB. BATU BARA
12.19.05,TALAWI,KAB. BATU BARA
12.19.06,TANJUNG TIRAM,KAB. BATU BARA
12.19.07,SEI BALAI,KAB. BATU BARA
12.19.08,LAUT TADOR,KAB. BATU BARA
12.19.09,LIMA PULUH PESISIR,KAB. BATU BARA
12.19.10,DATUK LIMA PULUH,KAB. BATU BARA
12.19.11,DATUK TANAH DATAR,KAB. BATU BARA
12.19.12,NIBUNG HANGUS,KAB. BATU BARA
12.20.01,DOLOK SIGOMPULON,KAB. PADANG LAWAS UTARA
12.20.02,DOLOK,KAB. PADANG LAWAS UTARA
12.20.03,HALONGONAN,KAB. PADANG LAWAS UTARA
12.20.04,PADANG BOLAK,KAB. PADANG LAWAS UTARA
12.20.05,PADANG BOLAK JULU,KAB. PADANG LAWAS UTARA
12.20.06,PORTIBI,KAB. PADANG LAWAS UTARA
12.20.07,BATANG ONANG,KAB. PADANG LAWAS UTARA
12.20.08,SIMANGAMBAT,KAB. PADANG LAWAS UTARA
12.20.09,HULU SIHAPAS,KAB. PADANG LAWAS UTARA
12.20.10,PADANG BOLAK TENGGARA,KAB. PADANG LAWAS UTARA
12.20.11,HALONGONAN TIMUR,KAB. PADANG LAWAS UTARA
12.20.12,UJUNG BATU,KAB. PADANG LAWAS UTARA
12.21.01,SOSOPAN,KAB. PADANG LAWAS
12.21.02,BARUMUN TENGAH,KAB. PADANG LAWAS
12.21.03,HURISTAK,KAB. PADANG LAWAS
12.21.04,LUBUK BARUMUN,KAB. PADANG LAWAS
12.21.05,HUTA RAJA TINGGI,KAB. PADANG LAWAS
12.21.06,ULU BARUMUN,KAB. PADANG LAWAS
12.21.07,BARUMUN,KAB. PADANG LAWAS
12.21.08,SOSA,KAB. PADANG LAWAS
12.21.09,BATANG LUBU SUTAM,KAB. PADANG LAWAS
12.21.10,BARUMUN SELATAN,KAB. PADANG LAWAS
12.21.11,AEK NABARA BARUMUN,KAB. PADANG LAWAS
12.21.12,SIHAPAS BARUMUN,KAB. PADANG LAWAS
12.21.13,BARUMUN BARU,KAB. PADANG LAWAS
12.21.14,ULU SOSA,KAB. PADANG LAWAS
12.21.15,SOSA JULU,KAB. PADANG LAWAS
12.21.16,BARUMUN BARAT,KAB. PADANG LAWAS
12.21.17,SOSA TIMUR,KAB. PADANG LAWAS
12.22.01,KOTAPINANG,KAB. LABUHANBATU SELATAN
12.22.02,KAMPUNG RAKYAT,KAB. LABUHANBATU SELATAN
12.22.03,TORGAMBA,KAB. LABUHANBATU SELATAN
12.22.04,SUNGAI KANAN,KAB. LABUHANBATU SELATAN
12.22.05,SILANGKITANG,KAB. LABUHANBATU SELATAN
12.23.01,KUALUH HULU,KAB. LABUHANBATU UTARA
12.23.02,KUALUH LEIDONG,KAB. LABUHANBATU UTARA
12.23.03,KUALUH HILIR,KAB. LABUHANBATU UTARA
12.23.04,AEK KUO,KAB. LABUHANBATU UTARA
12.23.05,MARBAU,KAB. LABUHANBATU UTARA
12.23.06,NA IX - X,KAB. LABUHANBATU UTARA
12.23.07,AEK NATAS,KAB. LABUHANBATU UTARA
12.23.08,KUALUH SELATAN,KAB. LABUHANBATU UTARA
12.24.01,LOTU,KAB. NIAS UTARA
12.24.02,SAWO,KAB. NIAS UTARA
12.24.03,TUHEMBERUA,KAB. NIAS UTARA
12.24.04,SITOLU ORI,KAB. NIAS UTARA
12.24.05,NAMOHALU ESIWA,KAB. NIAS UTARA
12.24.06,ALASA TALUMUZOI,KAB. NIAS UTARA
12.24.07,ALASA,KAB. NIAS UTARA
12.24.08,TUGALA OYO,KAB. NIAS UTARA
12.24.09,AFULU,KAB. NIAS UTARA
12.24.10,LAHEWA,KAB. NIAS UTARA
12.24.11,LAHEWA TIMUR,KAB. NIAS UTARA
12.25.01,LAHOMI,KAB. NIAS BARAT
12.25.02,SIROMBU,KAB. NIAS BARAT
12.25.03,MANDREHE BARAT,KAB. NIAS BARAT
12.25.04,MOROO,KAB. NIAS BARAT
12.25.05,MANDREHE,KAB. NIAS BARAT
12.25.06,MANDREHE UTARA,KAB. NIAS BARAT
12.25.07,LOLOFITU MOI,KAB. NIAS BARAT
12.25.08,ULU MOROO,KAB. NIAS BARAT
12.71.01,MEDAN KOTA,KOTA MEDAN
12.71.02,MEDAN SUNGGAL,KOTA MEDAN
12.71.03,MEDAN HELVETIA,KOTA MEDAN
12.71.04,MEDAN DENAI,KOTA MEDAN
12.71.05,MEDAN BARAT,KOTA MEDAN
12.71.06,MEDAN DELI,KOTA MEDAN
12.71.07,MEDAN TUNTUNGAN,KOTA MEDAN
12.71.08,MEDAN BELAWAN,KOTA MEDAN
12.71.09,MEDAN AMPLAS,KOTA MEDAN
12.71.10,MEDAN AREA,KOTA MEDAN
12.71.11,MEDAN JOHOR,KOTA MEDAN
12.71.12,MEDAN MARELAN,KOTA MEDAN
12.71.13,MEDAN LABUHAN,KOTA MEDAN
12.71.14,MEDAN TEMBUNG,KOTA MEDAN
12.71.15,MEDAN MAIMUN,KOTA MEDAN
12.71.16,MEDAN POLONIA,KOTA MEDAN
12.71.17,MEDAN BARU,KOTA MEDAN
12.71.18,MEDAN PERJUANGAN,KOTA MEDAN
12.71.19,MEDAN PETISAH,KOTA MEDAN
12.71.20,MEDAN TIMUR,KOTA MEDAN
12.71.21,MEDAN SELAYANG,KOTA MEDAN
12.72.01,SIANTAR TIMUR,KOTA PEMATANGSIANTAR
12.72.02,SIANTAR BARAT,KOTA PEMATANGSIANTAR
12.72.03,SIANTAR UTARA,KOTA PEMATANGSIANTAR
12.72.04,SIANTAR SELATAN,KOTA PEMATANGSIANTAR
12.72.05,SIANTAR MARIHAT,KOTA PEMATANGSIANTAR
12.72.06,SIANTAR MARTOBA,KOTA PEMATANGSIANTAR
12.72.07,SIANTAR SITALASARI,KOTA PEMATANGSIANTAR
12.72.08,SIANTAR MARIMBUN,KOTA PEMATANGSIANTAR
12.73.01,SIBOLGA UTARA,KOTA SIBOLGA
12.73.02,SIBOLGA KOTA,KOTA SIBOLGA
12.73.03,SIBOLGA SELATAN,KOTA SIBOLGA
12.73.04,SIBOLGA SAMBAS,KOTA SIBOLGA
12.74.01,TANJUNG BALAI SELATAN,KOTA TANJUNG BALAI
12.74.02,TANJUNG BALAI UTARA,KOTA TANJUNG BALAI
12.74.03,SEI TUALANG RASO,KOTA TANJUNG BALAI
12.74.04,TELUK NIBUNG,KOTA TANJUNG BALAI
12.74.05,DATUK BANDAR,KOTA TANJUNG BALAI
12.74.06,DATUK BANDAR TIMUR,KOTA TANJUNG BALAI
12.75.01,BINJAI UTARA,KOTA BINJAI
12.75.02,BINJAI KOTA,KOTA BINJAI
12.75.03,BINJAI BARAT,KOTA BINJAI
12.75.04,BINJAI TIMUR,KOTA BINJAI
12.75.05,BINJAI SELATAN,KOTA BINJAI
12.76.01,PADANG HULU,KOTA TEBING TINGGI
12.76.02,RAMBUTAN,KOTA TEBING TINGGI
12.76.03,PADANG HILIR,KOTA TEBING TINGGI
12.76.04,BAJENIS,KOTA TEBING TINGGI
12.76.05,TEBING TINGGI KOTA,KOTA TEBING TINGGI
12.77.01,PADANGSIDIMPUAN UTARA,KOTA PADANGSIDIMPUAN
12.77.02,PADANGSIDIMPUAN SELATAN,KOTA PADANGSIDIMPUAN
12.77.03,PADANGSIDIMPUAN BATUNADUA,KOTA PADANGSIDIMPUAN
12.77.04,PADANGSIDIMPUAN HUTAIMBARU,KOTA PADANGSIDIMPUAN
12.77.05,PADANGSIDIMPUAN TENGGARA,KOTA PADANGSIDIMPUAN
12.77.06,PADANGSIDIMPUAN ANGKOLA JULU,KOTA PADANGSIDIMPUAN
12.78.01,GUNUNGSITOLI,KOTA GUNUNGSITOLI
12.78.02,GUNUNGSITOLI SELATAN,KOTA GUNUNGSITOLI
12.78.03,GUNUNGSITOLI UTARA,KOTA GUNUNGSITOLI
12.78.04,GUNUNGSITOLI IDANOI,KOTA GUNUNGSITOLI
12.78.05,GUNUNGSITOLI ALOOA,KOTA GUNUNGSITOLI
12.78.06,GUNUNGSITOLI BARAT,KOTA GUNUNGSITOLI
13.01.01,PANCUNG SOAL,KAB. PESISIR SELATAN
13.01.02,RANAH PESISIR,KAB. PESISIR SELATAN
13.01.03,LENGAYANG,KAB. PESISIR SELATAN
13.01.04,BATANG KAPAS,KAB. PESISIR SELATAN
13.01.05,IV JURAI,KAB. PESISIR SELATAN
13.01.06,BAYANG,KAB. PESISIR SELATAN
13.01.07,KOTO XI TARUSAN,KAB. PESISIR SELATAN
13.01.08,SUTERA,KAB. PESISIR SELATAN
13.01.09,LINGGO SARI BAGANTI,KAB. PESISIR SELATAN
13.01.10,LUNANG,KAB. PESISIR SELATAN
13.01.11,BASA AMPEK BALAI TAPAN,KAB. PESISIR SELATAN
13.01.12,IV NAGARI BAYANG UTARA,KAB. PESISIR SELATAN
13.01.13,AIRPURA,KAB. PESISIR SELATAN
13.01.14,RANAH AMPEK HULU TAPAN,KAB. PESISIR SELATAN
13.01.15,SILAUT,KAB. PESISIR SELATAN
13.02.03,PANTAI CERMIN,KAB. SOLOK
13.02.04,LEMBAH GUMANTI,KAB. SOLOK
13.02.05,PAYUNG SEKAKI,KAB. SOLOK
13.02.06,LEMBANG JAYA,KAB. SOLOK
13.02.07,GUNUNG TALANG,KAB. SOLOK
13.02.08,BUKIT SUNDI,KAB. SOLOK
13.02.09,IX KOTO SUNGAI LASI,KAB. SOLOK
13.02.10,KUBUNG,KAB. SOLOK
13.02.11,X KOTO SINGKARAK,KAB. SOLOK
13.02.12,X KOTO DIATAS,KAB. SOLOK
13.02.13,JUNJUNG SIRIH,KAB. SOLOK
13.02.17,HILIRAN GUMANTI,KAB. SOLOK
13.02.18,TIGO LURAH,KAB. SOLOK
13.02.19,DANAU KEMBAR,KAB. SOLOK
13.03.03,TANJUNG GADANG,KAB. SIJUNJUNG
13.03.04,SIJUNJUNG,KAB. SIJUNJUNG
13.03.05,IV NAGARI,KAB. SIJUNJUNG
13.03.06,KAMANG BARU,KAB. SIJUNJUNG
13.03.07,LUBUAK TAROK,KAB. SIJUNJUNG
13.03.08,KOTO VII,KAB. SIJUNJUNG
13.03.09,SUMPUR KUDUS,KAB. SIJUNJUNG
13.03.10,KUPITAN,KAB. SIJUNJUNG
13.04.01,X KOTO,KAB. TANAH DATAR
13.04.02,BATIPUH,KAB. TANAH DATAR
13.04.03,RAMBATAN,KAB. TANAH DATAR
13.04.04,LIMA KAUM,KAB. TANAH DATAR
13.04.05,TANJUNG EMAS,KAB. TANAH DATAR
13.04.06,LINTAU BUO,KAB. TANAH DATAR
13.04.07,SUNGAYANG,KAB. TANAH DATAR
13.04.08,SUNGAI TARAB,KAB. TANAH DATAR
13.04.09,PARIANGAN,KAB. TANAH DATAR
13.04.10,SALIMPAUNG,KAB. TANAH DATAR
13.04.11,PADANG GANTING,KAB. TANAH DATAR
13.04.12,TANJUANG BARU,KAB. TANAH DATAR
13.04.13,LINTAU BUO UTARA,KAB. TANAH DATAR
13.04.14,BATIPUAH SELATAN,KAB. TANAH DATAR
13.05.01,LUBUK ALUNG,KAB. PADANG PARIAMAN
13.05.02,BATANG ANAI,KAB. PADANG PARIAMAN
13.05.03,NAN SABARIS,KAB. PADANG PARIAMAN
13.05.04,2 X 11 ENAM LINGKUANG,KAB. PADANG PARIAMAN
13.05.05,VII KOTO SUNGAI SARIK,KAB. PADANG PARIAMAN
13.05.06,V KOTO KAMPUNG DALAM,KAB. PADANG PARIAMAN
13.05.07,SUNGAI GARINGGING,KAB. PADANG PARIAMAN
13.05.08,SUNGAI LIMAU,KAB. PADANG PARIAMAN
13.05.09,IV KOTO AUR MALINTANG,KAB. PADANG PARIAMAN
13.05.10,ULAKAN TAPAKIH,KAB. PADANG PARIAMAN
13.05.11,SINTUAK TOBOH GADANG,KAB. PADANG PARIAMAN
13.05.12,PADANG SAGO,KAB. PADANG PARIAMAN
13.05.13,BATANG GASAN,KAB. PADANG PARIAMAN
13.05.14,V KOTO TIMUR,KAB. PADANG PARIAMAN
13.05.15,2 X 11 KAYU TANAM,KAB. PADANG PARIAMAN
13.05.16,PATAMUAN,KAB. PADANG PARIAMAN
13.05.17,ENAM LINGKUNG,KAB. PADANG PARIAMAN
13.06.01,TANJUNG MUTIARA,KAB. AGAM
13.06.02,LUBUK BASUNG,KAB. AGAM
13.06.03,TANJUNG RAYA,KAB. AGAM
13.06.04,MATUR,KAB. AGAM
13.06.05,IV KOTO,KAB. AGAM
13.06.06,BANUHAMPU,KAB. AGAM
13.06.07,AMPEK ANGKEK,KAB. AGAM
13.06.08,BASO,KAB. AGAM
13.06.09,TILATANG KAMANG,KAB. AGAM
13.06.10,PALUPUH,KAB. AGAM
13.06.11,PELEMBAYAN,KAB. AGAM
13.06.12,SUNGAI PUA,KAB. AGAM
13.06.13,AMPEK NAGARI,KAB. AGAM
13.06.14,CANDUNG,KAB. AGAM
13.06.15,KAMANG MAGEK,KAB. AGAM
13.06.16,MALALAK,KAB. AGAM
13.07.01,SULIKI,KAB. LIMA PULUH KOTA
13.07.02,GUGUAK,KAB. LIMA PULUH KOTA
13.07.03,PAYAKUMBUH,KAB. LIMA PULUH KOTA
13.07.04,LUAK,KAB. LIMA PULUH KOTA
13.07.05,HARAU,KAB. LIMA PULUH KOTA
13.07.06,PANGKALAN KOTO BARU,KAB. LIMA PULUH KOTA
13.07.07,KAPUR IX,KAB. LIMA PULUH KOTA
13.07.08,GUNUANG OMEH,KAB. LIMA PULUH KOTA
13.07.09,LAREH SAGO HALABAN,KAB. LIMA PULUH KOTA
13.07.10,SITUJUAH LIMO NAGARI,KAB. LIMA PULUH KOTA
13.07.11,MUNGKA,KAB. LIMA PULUH KOTA
13.07.12,BUKIK BARISAN,KAB. LIMA PULUH KOTA
13.07.13,AKABILURU,KAB. LIMA PULUH KOTA
13.08.04,BONJOL,KAB. PASAMAN
13.08.05,LUBUK SIKAPING,KAB. PASAMAN
13.08.07,PANTI,KAB. PASAMAN
13.08.08,MAPAT TUNGGUL,KAB. PASAMAN
13.08.12,DUO KOTO,KAB. PASAMAN
13.08.13,TIGO NAGARI,KAB. PASAMAN
13.08.14,RAO,KAB. PASAMAN
13.08.15,MAPAT TUNGGUL SELATAN,KAB. PASAMAN
13.08.16,SIMPANG ALAHAN MATI,KAB. PASAMAN
13.08.17,PADANG GELUGUR,KAB. PASAMAN
13.08.18,RAO UTARA,KAB. PASAMAN
13.08.19,RAO SELATAN,KAB. PASAMAN
13.09.01,PAGAI UTARA,KAB. KEPULAUAN MENTAWAI
13.09.02,SIPORA SELATAN,KAB. KEPULAUAN MENTAWAI
13.09.03,SIBERUT SELATAN,KAB. KEPULAUAN MENTAWAI
13.09.04,SIBERUT UTARA,KAB. KEPULAUAN MENTAWAI
13.09.05,SIBERUT BARAT,KAB. KEPULAUAN MENTAWAI
13.09.06,SIBERUT BARAT DAYA,KAB. KEPULAUAN MENTAWAI
13.09.07,SIBERUT TENGAH,KAB. KEPULAUAN MENTAWAI
13.09.08,SIPORA UTARA,KAB. KEPULAUAN MENTAWAI
13.09.09,SIKAKAP,KAB. KEPULAUAN MENTAWAI
13.09.10,PAGAI SELATAN,KAB. KEPULAUAN MENTAWAI
13.10.01,KOTO BARU,KAB. DHARMASRAYA
13.10.02,PULAU PUNJUNG,KAB. DHARMASRAYA
13.10.03,SUNGAI RUMBAI,KAB. DHARMASRAYA
13.10.04,SITIUNG,KAB. DHARMASRAYA
13.10.05,SEMBILAN KOTO,KAB. DHARMASRAYA
13.10.06,TIMPEH,KAB. DHARMASRAYA
13.10.07,KOTO SALAK,KAB. DHARMASRAYA
13.10.08,TIUMANG,KAB. DHARMASRAYA
13.10.09,PADANG LAWEH,KAB. DHARMASRAYA
13.10.10,ASAM JUJUHAN,KAB. DHARMASRAYA
13.10.11,KOTO BESAR,KAB. DHARMASRAYA
13.11.01,SANGIR,KAB. SOLOK SELATAN
13.11.02,SUNGAI PAGU,KAB. SOLOK SELATAN
13.11.03,KOTO PARIK GADANG DIATEH,KAB. SOLOK SELATAN
13.11.04,SANGIR JUJUAN,KAB. SOLOK SELATAN
13.11.05,SANGIR BATANG HARI,KAB. SOLOK SELATAN
13.11.06,PAUH DUO,KAB. SOLOK SELATAN
13.11.07,SANGIR BALAI JANGGO,KAB. SOLOK SELATAN
13.12.01,SUNGAIBEREMAS,KAB. PASAMAN BARAT
13.12.02,LEMBAH MELINTANG,KAB. PASAMAN BARAT
13.12.03,PASAMAN,KAB. PASAMAN BARAT
13.12.04,TALAMAU,KAB. PASAMAN BARAT
13.12.05,KINALI,KAB. PASAMAN BARAT
13.12.06,GUNUNGTULEH,KAB. PASAMAN BARAT
13.12.07,RANAH BATAHAN,KAB. PASAMAN BARAT
13.12.08,KOTO BALINGKA,KAB. PASAMAN BARAT
13.12.09,SUNGAIAUR,KAB. PASAMAN BARAT
13.12.10,LUHAK NAN DUO,KAB. PASAMAN BARAT
13.12.11,SASAK RANAH PESISIR,KAB. PASAMAN BARAT
13.71.01,PADANG SELATAN,KOTA PADANG
13.71.02,PADANG TIMUR,KOTA PADANG
13.71.03,PADANG BARAT,KOTA PADANG
13.71.04,PADANG UTARA,KOTA PADANG
13.71.05,BUNGUS TELUK KABUNG,KOTA PADANG
13.71.06,LUBUK BEGALUNG,KOTA PADANG
13.71.07,LUBUK KILANGAN,KOTA PADANG
13.71.08,PAUH,KOTA PADANG
13.71.09,KURANJI,KOTA PADANG
13.71.10,NANGGALO,KOTA PADANG
13.71.11,KOTO TANGAH,KOTA PADANG
13.72.01,LUBUK SIKARAH,KOTA SOLOK
13.72.02,TANJUNG HARAPAN,KOTA SOLOK
13.73.01,LEMBAH SEGAR,KOTA SAWAHLUNTO
13.73.02,BARANGIN,KOTA SAWAHLUNTO
13.73.03,SILUNGKANG,KOTA SAWAHLUNTO
13.73.04,TALAWI,KOTA SAWAHLUNTO
13.74.01,PADANG PANJANG TIMUR,KOTA PADANG PANJANG
13.74.02,PADANG PANJANG BARAT,KOTA PADANG PANJANG
13.75.01,GUGUAK PANJANG,KOTA BUKITTINGGI
13.75.02,MANDIANGIN K. SELAYAN,KOTA BUKITTINGGI
13.75.03,AUR BIRUGO TIGO BALEH,KOTA BUKITTINGGI
13.76.01,PAYAKUMBUH BARAT,KOTA PAYAKUMBUH
13.76.02,PAYAKUMBUH UTARA,KOTA PAYAKUMBUH
13.76.03,PAYAKUMBUH TIMUR,KOTA PAYAKUMBUH
13.76.04,LAMPOSI TIGO NAGORI,KOTA PAYAKUMBUH
13.76.05,PAYAKUMBUH SELATAN,KOTA PAYAKUMBUH
13.77.01,PARIAMAN TENGAH,KOTA PARIAMAN
13.77.02,PARIAMAN UTARA,KOTA PARIAMAN
13.77.03,PARIAMAN SELATAN,KOTA PARIAMAN
13.77.04,PARIAMAN TIMUR,KOTA PARIAMAN
14.01.01,BANGKINANG KOTA,KAB. KAMPAR
14.01.02,KAMPAR,KAB. KAMPAR
14.01.03,TAMBANG,KAB. KAMPAR
14.01.04,XIII KOTO KAMPAR,KAB. KAMPAR
14.01.05,KUOK,KAB. KAMPAR
14.01.06,SIAK HULU,KAB. KAMPAR
14.01.07,KAMPAR KIRI,KAB. KAMPAR
14.01.08,KAMPAR KIRI HILIR,KAB. KAMPAR
14.01.09,KAMPAR KIRI HULU,KAB. KAMPAR
14.01.10,TAPUNG,KAB. KAMPAR
14.01.11,TAPUNG HILIR,KAB. KAMPAR
14.01.12,TAPUNG HULU,KAB. KAMPAR
14.01.13,SALO,KAB. KAMPAR
14.01.14,RUMBIO JAYA,KAB. KAMPAR
14.01.15,BANGKINANG,KAB. KAMPAR
14.01.16,PERHENTIAN RAJA,KAB. KAMPAR
14.01.17,KAMPAR TIMUR,KAB. KAMPAR
14.01.18,KAMPAR UTARA,KAB. KAMPAR
14.01.19,KAMPAR KIRI TENGAH,KAB. KAMPAR
14.01.20,GUNUNG SAHILAN,KAB. KAMPAR
14.01.21,KOTO KAMPAR HULU,KAB. KAMPAR
14.02.01,RENGAT,KAB. INDRAGIRI HULU
14.02.02,RENGAT BARAT,KAB. INDRAGIRI HULU
14.02.03,KELAYANG,KAB. INDRAGIRI HULU
14.02.04,PASIR PENYU,KAB. INDRAGIRI HULU
14.02.05,PERANAP,KAB. INDRAGIRI HULU
14.02.06,SEBERIDA,KAB. INDRAGIRI HULU
14.02.07,BATANG CENAKU,KAB. INDRAGIRI HULU
14.02.08,BATANG GANGSAL,KAB. INDRAGIRI HULU
